SppCode,Genus,Species Name,Common Name
KASE,Kalopanax,septemlobus,Castor aralia
RICO3,Ricinus,communis,Castorbean
LYHA5,Lycium,hassei,Catalina desertÅ]thorn
CETR4,Cercocarpus,traskiae,Catalina island mahogany
RHCA8,Rhododendron,catawbiense,Catawba rosebay
NEMU2,Nemopanthus,mucronatus,Catberry
ACRE4,Acacia,retusa,Catch and keep
ACAM2,Acalypha,amentacea,Catch me if you can
ACGR2,Acacia,greggii,Catclaw acacia
PIUN2,Pithecellobium,unguisÅ]cati,Catclaw blackbead
MIAC3,Mimosa,aculeaticarpa,Catclaw mimosa
ACPO3,Acacia,polyacantha,Catechu tree
TRCA,Trichilia,catigua,catigua
GRAL,Grevillea,alpina,Cat's Claws
ATHE,Atalaya,hemiglauca,Cattle Bush
ZECA,Zelkova,carpinifolia,Caucacian zelkova
FROX,Fraxinus,oxycarpa,Caucasian ash
QUMA5,Quercus,macranthera,Caucasian Oak
PTFR,Pterocarya,fraxinifolia,Caucasian Wingnut
CRSU3,Crataegus,suborbiculata,Caughuawaga hawthorn
CECR,Ceanothus,crassifolia,Ceanothus crassifolia
MAGL5,Manihot,glaziovii,Ceara rubbertree
CEPA,Cecropia,palmata,Cecropia
ULCR,Ulmus,crassifolia,Cedar elm
FISU1,Ficus,superba,Cedar Fig
CELI,Cedrus,libani,Cedar of lebanon
ACEL,Acacia,elata,Cedar wattle
CULU,Cupressus,lusitanica,CedarÅ]ofÅ]Goa
CEMO1,Cedrela,montana,Cedrela montana
HYCL,Hyeronima,clusioides,Cedro macho
CEPE,Ceiba,pentandra,Ceiba
ERUM,Erythrina,umbrosa,Ceibo
PHAS,Phyllocladus,asplenifolius,CeleryÅ]topped Pine
POEL1,Polyscias,elegans,Celerywood
POLO21,Polyalthia,longifolia,Cemetery tree
TEUR,Tetrazygia,urbanii,Cenizo
CE,Ceratopetalum,,ceratopetalum
MYFR2,Myrospermum,frutescens,Cercipo
EUIN,Eugenia,involucrata,CerejeiraÅ]doÅ]rioÅ]grande
CRER,Crataegus,erythropoda,Cerro hawthorn
EUCA10,Eugenia,cacuminis,Cerro torrecilla stopper
CESP2,Cespedesia,spathulata,Cespedesia spathulata
CELA1,Cestrum,laevigatum,Cestrum laevigatum
CERA,Cestrum,racemosum,Cestrum racemosum
DOHE2,Dovyalis,hebecarpa,Ceylon gooseberry
DO3,Dovyalis,,Ceylon gooseberry spp
SCOL,Schleichera,oleosa,Ceylon Oak
PLPI4,Platymiscium,pinnatum,Chachimbo
ALED,Allophylus,edulis,ChalÅ]chal
ACLE,Acer,leucoderme,Chalk maple
CHEN,Chamaecrista,ensiformis,Chamaecrista ensiformis
ADFA,Adenostoma,fasciculatum,Chamise
CICH,Cibotium,chamissoi,Chamisso's manfern
QUPA6,Quercus,pacifica,Channel island scrub oak
RIMA,Ribes,malvaceum,Chaparral currant
ERBR13,Ericameria,brachylepis,Chaparral goldenbush
DILI4,Diplacus,linearis,Chaparral monkeyflower
GACO9,Garrya,congdonii,Chaparral silktassel
CELE2,Ceanothus,leucodermis,Chaparral whitethorn
QUCH2,Quercus,chapmanii,Chapman oak
RHCH5,Rhododendron,chapmanii,Chapman's rhododendron
VIAG,Vitex,agnus-castus,Chaste tree
PSDO2,Psychotria,domingensis,Cheakyberry
GLFE,Glochidion,ferdinandi,Cheese Tree
MEHU,Melaleuca,huegelii,Chenille Honey Myrtle
ANCH4,Annona,cherimola,Cherimoya
EXCU,Exocarpos,cupressiformis,Cherry Ballart
ULVI,Ulmus,villosa,Cherry bark elm
SCOV,Schizomeria,ovata,Cherry Birch
PRCE,Prunus,cerasifera,Cherry plum
ELMU,Elaeagnus,multiflora,Cherry silverberry
QUPA2,Quercus,pagoda,Cherrybark oak
QUPR,Quercus,prinus,Chestnut oak
QUCA9,Quercus,castaneifolia,ChestnutÅ]leaved oak
OUIL,Ouratea,ilicifolia,Chicharron amarillo
PRAN,Prunus,angustifolia,Chickasaw plum
TOHI,Tournefortia,hirsutissima,Chiggery grapes
PILE,Pinus,leiophylla,Chihuahua pine
FRPA4,Fraxinus,papillosa,Chihuahuan ash
QUCH4,Quercus,chihuahuensis,Chihuahuan oak
AUCH,Austrocedrus,chilensis,Chilean cedar
MYUG,Myrtus,ugni,Chilean Guava
JUCH1,Jubaea,chilensis,Chilean Wine Palm
PRAN1,Prumnopitys,andinus,Chilean Yew
ARSO,Ardisia,solanacea,China shrub
MEAZ,Melia,azedarach,Chinaberry
ALCH2,Albizia,chinensis,Chinese albizia
ARCH12,Aralia,chinensis,Chinese angelica tree
FRCH,Fraxinus,chinensis,Chinese ash
BEAL2,Betula,alboÅ]sinensis,Chinese birch
SEMO6,Severinia,monophylla,Chinese boxorange
RHUT80,Rhamnus,utilis,Chinese buckthorn
CARE,Camellia,reticulata,Chinese Camellia
CAOV3,Catalpa,ovata,Chinese catalpa
CAMO,Castanea,mollissima,Chinese chestnut
QUVA1,Quercus,variabilis,Chinese cork oak
LYCH,Lycium,chinense,Chinese desertÅ]thorn
ULPA,Ulmus,parvifolia,Chinese elm
LICH,Livistona,chinensis,Chinese fan palm
PYFO,Pyracantha,fortuneana,Chinese firethorn
KOBI,Koelreuteria,bipinnata,Chinese flame tree
CHRE,Chionanthus,retusus,Chinese fringe tree
CHRE1,Chionanthus,retusa,Chinese Fringetree
CESI4,Celtis,sinensis,Chinese hackberry
HOSA2,Holmskioldia,sanguinea,Chinese hatplant
CRPI1,Crataegus,pinnatifida,Chinese hawthorn
HIROSI,Hibiscus,rosaÅ]sinensis,Chinese hibiscus
ILCO2,Ilex,cornuta,Chinese holly
MALO,Mahonia,lomariifolia,Chinese Holly Grape
JUCH,Juniperus,chinensis,Chinese juniper
MADE,Magnolia,denudata,Chinese magnolia
SOVI,Sorbus,vilmorinii,Chinese Mountain Ash
POLA,Populus,lasiocarpa,Chinese Necklace Poplar
FISI,Firmiana,simplex,Chinese parasoltree
PYUS,Pyrus,ussuriensis,Chinese pear
DISI3,Diospyros,sintenisii,Chinese persimmon
PHDA5,Photinia,davidiana,Chinese photinia
PITA1,Pinus,tabuliformis,Chinese Pine
PICH,Pistacia,chinensis,Chinese pistache
CEFO,Cephalotaxus,fortunei,Chinese Plum Yew
SASA1,Sapium,sabiferum,Chinese Popcorn Tree
POSI,Populus,simonii,Chinese popular
LISI,Ligustrum,sinense,Chinese privet
PIMA2,Pinus,massoniana,Chinese red pine
CECH,Cercis,chinensis,Chinese redbud
ROCH,Rosa,chinensis,Chinese rose
PIAS,Picea,asperata,Chinese spruce
STSI1,Stewartia,sinensis,Chinese Stewartia
RHCH,Rhus,chinensis,Chinese sumac
LIFO,Liquidambar,formosana,Chinese sweet gum
CESI,Cedrela,sinensis,Chinese toon
LICH2,Liriodendron,chinense,Chinese tulip tree
NYSI,Nyssa,sinensis,Chinese Tupelo
CUFU,Cupressus,funebris,Chinese weeping cypress
POTO,Populus,tomentosa,Chinese white poplar
PTST,Pterocarya,stenoptera,Chinese wingnut
HAMO,Hamamelis,mollis,Chinese witchhazel
CLSI,Cladrastis,sinensis,Chinese Yellow Wood
ZESI,Zelkova,sinica,Chinese zelkova
PSSI4,Pseudocydonia,sinensis,ChineseÅ]quince
QUMU,Quercus,muehlenbergii,Chinkapin oak
PIRO,Pinus,roxburghii,Chir pine
JAUM,Jacquinia,umbellata,Chirriador
QUGR3,Quercus,graciliformis,Chisos oak
QUGR2,Quercus,gravesii,Chisos red oak
CHTA,Chitalpa,tashkentensis,Chitalpa
BULA,Bumelia,lanuginosum,Chittamwood
CH23,Chorisia,,Chorisia spp
EUPS,Eugenia,pseudopsidium,Christmas cherry
VEME,Veitchia,merrillii,Christmas palm
CRIL2,Crossopetalum,ilicifolium,Christmasberry
SEBI5,Senna,bicapsularis,Christmasbush
EUMI9,Euphorbia,milii,Christplant
CHBI5,Chrysophyllum,bicolor,Chrysophyllum bicolor
CHFL,Chrysophyllum,flexuosum,Chrysophyllum flexuosum
DIIN6,Dillenia,indica,Chulta
PLMA6,Pleodendron,macranthum,Chupa gallo
CAFE1,Cassia,ferruginea,chuvaÅ]deÅ]ouro
EUGU,Eucalyptus,gunnii,Cicer gum eucalyptus
MYDE,Myrcia,deflexa,Cieneguillo
HEAR2,Hedyosmum,arborescens,Cigarbush
ISHO2,Isodendrion,hosakae,Cindercone isodendrion
DUPL2,Dubautia,platyphylla,Cinderslope dubautia
CIGL2,Cinnamomum,glaziovii,Cinnamomum glaziovii
CIVE2,Cinnamomum,verum,Cinnamon
CAWI,Canella,winterana,Cinnamon bark
ROCI,Rosa,cinnamomea,Cinnamon rose
ACCH,Acacia,choriophylla,Cinnecord
PSUM,Pseudanamomis,umbellulifera,Ciruelas
CIME3,Citrus,medica,Citron
COOB3,Cordia,obliqua,Clammy cherry
ROVI,Robinia,viscosa,Clammy locust
CLRA,Clarisia,racemosa,Clarisia racemosa
CRHE3,Crataegus,helvina,Clarkton hawthorn
CLFL,Clerodendrum,floribundum,Clerodendrum
CLSC,Clethra,scabra,Clethra scabra
FERU,Fendlera,rupicola,Cliff fendlerbush
EUCU,Eucalyptus,cunninghamii,Cliff mallee ash
EUMI4,Euphorbia,misera,Cliff spurge
COME,Purshia,mexicana,Cliffrose
PIPH,Pieris,phillyreifolia,Climbing fetterbush
ROSE2,Rosa,setigera,Climbing prarie rose
ROSE2,Rosa,setigera,Climbing prarie rose
FIPU2,Ficus,pumila,Climbingfig
GLCL,Glossopetalon,clokeyi,Clokey's greasebush
MYJU,Myrsine,juddii,Cloudswept colicwood
ACHE,Acacia,hemignosta,ClubÅ]leaf Wattle
CLOR,Clusia,orthoneura,Clusia orthoneura
FIRA,Ficus,racemosa,Cluster Fig
ROPI2,Rosa,pisocarpa,Cluster rose
CRCO26,Crataegus,compacta,Clustered hawthorn
AMHE,Amorpha,herbacea,Clusterspike false indigo
CEAP,Ceratopetalum,apetalum,Coachwood
POOC4,Pouzolzia,occidentalis,Coamo river pouzolzsbush
EUGR5,Eucalyptus,grossa,CoarseÅ]leaved Mallee
EXSY,Exocarpos,syrticola,Coast Ballart
BAIN,Banksia,integrifolia,Coast banksia
CAST,Casuarina,stricta,Coast beefwood
EUBO1,Eucalyptus,bosistoana,Coast grey box
ACBI,Acacia,binervia,Coast Mayll
QUPA8,Quercus,parvula,Coast oak
SESE,Sequoia,sempervirens,Coast redwood
CEIN3,Ceanothus,incanus,Coast whitethorn
LEAX,Leucothoe,axillaris,Coastal doghobble
QUAG,Quercus/live,agrifolia,Coastal live oak
MEHA,Melaleuca,halmaturorum,Coastal Paperbark
CESE5,Ceanothus,serpyllifolius,Coastal plain buckbrush
QUDU,Quercus,dumosa,Coastal sage scrub oak
ARCA11,Artemisia,californica,Coastal sagebrush
SAEL2,Santalum,ellipticum,Coastal sandalwood
AMOB2,Amelanchier,obovalis,Coastal serviceberry
LELA12,Leptospermum,laevigata,Coastal teatree
LELA1,Leptospermum,laevigatum,Coastal TeaÅ]tree
LYFR3,Lyonia,fruticosa,Coastalplain staggerbush
STMO,Stahlia,monosperma,Cobana negra
OPCO4,Opuntia,cochenillifera,Cochineal nopal cactus
EREG,Erythrina,eggersii,Cock's spur
ERCR,Erythrina,cristaÅ]galli,Cockspur coral tree
CRCR,Crataegus,crusÅ]galli,Cockspur hawthorn
CHIC,Chrysobalanus,icaco,Coco plum
CONU,Cocos,nucifera,Coconut palm
PODI5,Pouteria,dictyoneura,Cocuyo
ANPE13,Anadenanthera,peregrina,Cohoba tree
ORCO9,Orbignya,cohune,Cohune palm
NODO,Nothofagus,dombeyi,Coig?e
DAEC,Dalbergia,ecastaphyllum,Coinvine
PIAR3,Cojoba,arborea,Cojoba
TOFI,Tournefortia,filiflora,Cold withe
CRCO4,Crataegus,coleae,Cole's hawthorn
BEFE,Berberis,fendleri,Colorado barberry
ERRE8,Ericameria,resinosa,Columbian goldenbush
PHTR3,Philadelphus,trichothecus,Columbian mock orange
CORA13,Colvillea,racemosa,Colville's glory
COST6,Colubrina,stricta,Comal nakedwood
GRHU,Grevillea,huegelii,Comb Grevillea
MADO,Malus,domestica,Common apple
BAVU2,Bambusa,vulgaris,Common bamboo
BEVU,Berberis,vulgaris,Common barberry
BUSE2,Buxus,sempervirens,Common box
PRLA,Prunus,laurocerasus,Common cherry laurel
PRVI,Prunus,virginiana,Common chokecherry
LAIN,Lagerstroemia,indica,Common crapemyrtle
PAFI4,Parryella,filifolia,Common dunebroom
SACA,Sambucus,canadensis,Common elderberry
FICA,Ficus,carica,Common fig
ULEU,Ulex,europaeus,Common gorse
PSGU,Psidium,guajava,Common guava
PTTR,Ptelea,trifoliata,Common hoptree
ZIZI,Ziziphus,zizyphus,Common jujube
JUCO1,Juniperus,communis,Common juniper
SYVU,Syringa,vulgaris,Common lilac
PHOP,Physocarpus,opulifolius,Common ninebark
PYCO,Pyrus,communis,Common pear
EXRA,Exochorda,racemosa,Common pearlbrush
DIVI,Diospyros,virginiana,Common persimmon
PRDO,Prunus,domestica,Common plum
ZAAM,Zanthoxylum,americanum,Common prickly ash
OPMO5,Opuntia,monacantha,Common pricklypear
LIVU,Ligustrum,vulgare,Common privet
ELCR,Elaeodendron,croceum,Common Saffron
HAHA8,Halimodendron,halodendron,Common salttree
PAUT,Pandanus,utilis,Common screwpine
SYTI,Symplocos,tinctoria,Common sweetleaf
LEFL3,Leptospermum,flavescens,Common teatree
ILVE,Ilex,verticillata,Common winterberry
POFA,Podocarpus,falcatus,Common Yellowwood
CRID,Crataegus,ideae,Concord hawthorn
CRMI10,Crataegus,mira,Confederate hawthorn
GANA,Gaylussacia,nana,Confederate huckleberry
HICL2,Hibiscus,clypeatus,Congo mahoe
CRPE17,Crataegus,pequotorum,Connecticut hawthorn
ERCH,Erythrophleum,chlorostachys,Cooktown ironwood
EUCO9,Eucalyptus,coolabah,Coolabah
SYMO,Syzygium,moorei,Coolamon
EUMI2,Eucalyptus,microtheca,Coolibah tree
ACJE,Acacia,jennerae,Coonavittra Wattle
CYCO18,Cyathea,cooperi,Cooper's cyathea
COOF2,Copaifera,officinalis,Copaiba
COLU,Copaifera,lucens,Copaifera lucens
COTR3,Copaifera,trapezifolia,Copaifera trapezifolia
TEPE,Ternstroemia,peduncularis,Copey vera
ELPY,Elliottia,pyroliflorus,Copperbush
ACWI,Acalypha,wilkesiana,Copperleaf
MACR3,Malephora,crocea,Coppery mesemb
ERCO22,Erythrina,corallodendron,Coral erythrina
EUTO11,Eucalyptus,torquata,Coral gum
ARCO,Araucaria,columnaris,Coral reef araucaria
ERSP,Erythrina,speciosa,Coral tree
ERFL7,Erythrina,flabelliformis,Coralbean
JAMU,Jatropha,multifida,Coralbush
PIAL3,Pisonia,albida,Corcho bobo
GUOB,Guapira,obtusata,Corcho prieto
COHA,Cordia,hatschbachii,Cordia hatsbachii
COMA3,Cordia,magnoliifolia,Cordia magnoliifolia
COSE4,Cordia,sellowiana,Cordia sellowiana
COSI,Cordia,sinensis,Cordia sinensis
COTR2,Cordia,trichoclada,Cordia trichoclada
ROIN4,Rondeletia,inermis,Cordobancillo
ROPI3,Rondeletia,pilosa,Cordobancillo peludo
CORU1,Cordyline,rubra,Cordyline rubra
COTE2,Cordyline,terminalis,Cordyline terminalis
QUSU,Quercus/live,suber,Cork oak
EUPH5,Euonymus,phellomana,Corktree
LEFL,Leitneria,floridana,Corkwood
EUAP5,Euonymus,aptera,Corky spindletree
ZEMA,Zea,mays,Corn spp
COMA,Cornus,mas,Cornelian cherry
ACME3,Acrocomia,media,Corozo
COCO11,Condalia,correllii,Correll's snakewood
CRCO9,Croton,cortesianus,Cortez's croton
ERFA,Erythrina,falcata,CorticeiraÅ]daÅ]serra
RODU80,Rosa,dumetorum,Corymb rose
COPO1,Corymbia,polysciada,Corymbia polysciada
COTR,Corymbia,trachyphloia,Corymbia trachyphloia
COBU,Cotoneaster,buxifolius,Cotoneaster
COSE1,Cotoneaster,serotinus,Cotoneaster serotinus
COSC,Couepia,schottii,Couepia schotti
ERLI5,Ernodea,littoralis,Coughbush
PICO2,Pinus,coulteri,Coulter pine
FIAL4,Ficus,altissima,Council tree
COMA5,Couratari,macrosperma,Couratari macrosperma
HYCO,Hymenaea,courbaril,Courbail
COME2,Coussarea,meridionalis,Coussarea meridionalis
MAIN5,Malpighia,infestissima,Cowhage cherry
CEHA,Cephalotaxus,harringtonia,Cowtail Pine
ACVI2,Acrocomia,vinifera,Coyol palm
ACAC2,Acrocomia,aculeata,coyoli palm
CEFE2,Ceanothus,ferrisiae,Coyote ceanothus
KAHU,Karwinskia,humboldtiana,Coyotillo
MATS,Malus,tschonoskii,crabapple
CASY2,Casearia,sylvestris,Crackopen
RIER,Ribes,erythrocarpum,Crater lake currant
EULA6,Eucalyptus,largeana,Craven Grey Box
ALAD,Albizia,adinocephala,Cream albizia
PITE5,Pittosporum,terminalioides,Cream cheesewood
PRRI,Prunus,rivularis,Creek plum
ACRI3,Acacia,rivalis,Creek Wattle
ERBI1,Eremophila,bignoniiflora,Creek Wilga
COAD,Cotoneaster,adpressus,Creeping cotoneaster
CORE4,Coprosma,repens,Creeping mirrorplant
EUKI4,Euonymus,kiautschovica,Creeping strawberry bush
CYAR13,Cyathea,armata,Creeping treefern
DECR,Deutzia,crenata,Crenate prideÅ]rochester
GOBA,Gossypium,barbadense,Creole cotton
LATR2,Larrea,tridentata,Creosote bush
ACSE1,Acer,sempervirens,Cretan Maple
POPE13,Polygala,penaea,Crevajosa
CACI,Callistemon,citrinus,Crimson bottlebrush
WEFL,Weigela,floribunda,Crimson weigela
CR4,Crinodendron,,Crinodendron spp
ERCR7,Ericameria,crispa,Crisped goldenbush
CR5,Critonia,,Critonia spp
CRAC,Critoniella,acuminata,Critoniella acuminata
CRST2,Critoniopsis,stellata,Critoniopsis stellata
CREC,Croton,echinocarpus,crotonÅ]deÅ]pedra
TABO,Tamonea,boxiana,Crow broom
ACCO7,Acacia,conferta,CrowdedÅ]leaf Wattle
CAEX,Cassia,excelsa,Crown of gold tree
KOSP,Koeberlinia,spinosa,Crown of thorns
FLAU,Flindersia,australis,Crows Ash
CAEM4,Castela,emoryi,Crucifixion thorn
RARH2,Randia,rhagocarpa,Crucillo
CRRU,Cryptocarya,rubra,Cryptocarya
CRMI,Cryptocarya,micrantha,Cryptocarya micrantha
CRMO2,Cryptocarya,moschata,Cryptocarya moschata
WEFR,Wedelia,fruticosa,Cstl-plain creepingoxeye
PAAC13,Parmentiera,aculeata,Cuachilote
COCU,Colubrina,cubensis,Cuban nakedwood
BRNI6,Brunfelsia,nitida,Cuban raintree
STCU6,Stegnosperma,cubense,Cuban tangle
DEDO,Dendrophthora,domingensis,Cuban tree destroyer
GUOV,Guettarda,ovalifolia,Cucubano
GUVA,Guettarda,valenzuelana,Cucubano de monte
GUOD,Guettarda,odorata,Cucubano de vieques
MAAC,Magnolia,acuminata,Cucumber tree
FLSC,Flindersia,schottiana,Cudgerie
LAPR2,Laetia,procera,Cuero de rana
RIRU80,Ribes,rubrum,Cultivated currant
COVE4,Conradina,verticillata,Cumberland false rosemary
RHCU,Rhododendron,cumberlandense,Cumberland rhododendron
CRCU1,Cryptocarya,cunninghamii,Cunningham's Laurel
EUCO10,Eucalyptus,cosmophylla,Cup Gum
CUEM,Cupania,emarginata,Cupania emarginata
CUFU2,Cupania,furfuracea,Cupania furfuracea
CURA,Cupania,racemosa,Cupania racemosa
CUSC,Cupania,schizoneura,Cupania schizoneura
CLCL2,Clusia,clusioides,Cupeillo
CLMI2,Clusia,minor,Cupey de monte
COGL6,Cordia,globosa,Curaciao bush
MYFA3,Myrcia,fallax,Curame
PLCA10,Pluchea,carolinensis,Cure for all
CELE,Cercocarpus,ledifolius,Curlleaf mahogany
PSRE2,Psychotria,revoluta,CurlÅ]leaf wild coffee
EUGI1,Eucalyptus,gillii,Curly Mallee
HOBE,Howea,belmoreana,Curly Palm
ACCU1,Acacia,currani,CurlyÅ]bark Wattle
ACCO6,Acacia,concurrens,Curracabah
ACDO1,Acacia,doratoxylon,Currawang
ACSP6,Acacia,sparsiflora,Currawong
EUCU3,Euphorbia,curtisii,Curtis' spurge
YURE,Yucca,recurvifolia,Curveleaf yucca
PRCA10,Prosopis,calingastana,Cusqui
ANRE,Annona,reticulata,Custard apple
BEAL1,Betula,pubescens,Cut leaved birch
ILCU3,Ilex,cuthbertii,Cuthbert's holly
MATO,Malus,toringoides,Cutleaf Crab
DELA4,Delissea,laciniata,Cutleaf delissea
CYCY7,Cyanea,cylindrocalyx,Cyanea cylindrocalyx
CYKA11,Cyanea,kahiliensis,Cyanea kahiliensis
CYMA24,Cyanea,mauiensis,Cyanea mauiensis
CYCO,Cyathea,corcovadensis,Cyathea corcovadensis
CYRU,Cycas,rumphii,Cycas rumphii
CYGL,Cyclobalanopsis,glauca,Cyclobalanopsis glauca
ACCY2,Acacia,cyclops,Cyclops acacia
ROIN5,Rosa,indica,Cyme rose
PLORIN,Platanus,insularis,Cyprus plane
ARAN,Arbutus,andrachne,Cyprus strawberry tree
HATE1,Hakea,teretifolia,Dagger Hakea
ACSI,Acacia,siculiformis,Dagger Wattle
ACRH,Acacia,rhigiophylla,DaggerÅ]leaved Wattle
DAPI,Dahlstedtia,pinnata,Dahlstedtia pinnata
ILCA,Ilex,cassine,Dahoon
BETA,Betula,davurica,Dahurian birch
RHDA,Rhamnus,davurica,Dahurian buckthorn
LAGM,Larix,gmelinii,Dahurian Larch
QUDE1,Quercus,dentata,Daimio oak
MOAR,Montanoa,arborescens,Daisy tree
DABR,Dalbergia,brasiliensis,Dalbergia brasiliensis
DAFO,Dalbergia,foliolosa,Dalbergia foliolosa
CRDA3,Crataegus,dallasiana,Dallas hawthorn
RESE,Reynosia,septentrionalis,Darling plum
QUHE,Quercus,hemisphaerica,Darlington oak
EUMI1,Eucalyptus,miniata,Darwin Woollybutt
BEDA,Berberis,darwinii,Darwin's berberis
PHDA4,Phoenix,dactylifera,Date palm
DILO1,Diospyros,lotus,Date Plum
PIAR2,Pinus,armandii,David's pine
QUDE3,Quercus,depressipes,Davis mountain oak
MEGL,Metasequoia,glyptostroboides,Dawn redwood
CEDI6,Cestrum,diurnum,Day jessamine
ACTE2,Acacia,tetragonophylla,Dead Finish
ACDE1,Acacia,deanei,Deane's Wattle
STPS,Stewartia,pseudocamellia,Deciduous Stewartia
ACTO1,Acacia,torulosa,Deep Gold Wattle
CNHO,Cnemidaria,horrida,Deepwoods fern
CEIN,Ceanothus,integerrimus,Deer brush
QUSA4,Quercus,sadleriana,Deer oak
VAST,Vaccinium,stamineum,Deerberry
CACA73,Calycophyllum,candidissimum,Degame
ARDE4,Argyrautia,degeneri,Degener's argyrautia
CYDE5,Cyanea,degeneriana,Degener's cyanea
LADE6,Labordia,degeneri,Degener's labordia
ARNO6,Arctostaphylos,nortensis,Del norte manzanita
ABDE,Abies,delavayi,"Delavay's Fir"
DETR,Dendropanax,trilobus,Dendropanax trilobus
DEOB,Denhamia,obscura,Denhamia
CRLA11,Crataegus,latebrosa,Densewoods hawthorn
CEDE,Cedrus,deodara,Deodar cedar
ACDE5,Acacia,desmondii,Des Nelson Wattle
PRFA,Prunus,fasciculata,Desert almond
PRFR,Prunus,fremontii,Desert apricot
BAOR,Banksia,ornata,Desert Banksia
PUGL2,Purshia,glandulosa,Desert bitterbrush
COTE,Corymbia,terminalis,Desert Bloodwood
CAPA4,Callistemon,pauciflorus,Desert Bottlebrush
TEEG,Templetonia,egena,Desert Broombush
CEGR,Ceanothus,greggii,Desert ceanothus
AMFR,Amorpha,fruticosa,Desert false indigo
LYMI,Lysiloma,microphyllum,Desert fern
RIVE,Ribes,velutinum,Desert gooseberry
GRPT,Grevillea,pterosperma,Desert Grevillea
EURU,Eucalyptus,rudis,Desert gum eucalyptus
HAMI1,Hakea,mitchellii,Desert Hakea
BRGR,Brachychiton,gregorii,Desert Kurrajong
HYEM,Hyptis,emoryi,Desert lavender
CIGL1,Citrus,glauca,Desert Lime
EUTR2,Eucalyptus,trivalvis,Desert Mallee
MITU,Mimosa,turneri,Desert mimosa
PHMA8,Philadelphus,madrensis,Desert mock orange
BEOB,Bernardia,obovata,Desert myrtlecroton
FOSH,Forestiera,shrevei,Desert olive
PRAN2,Prunus,andersonii,Desert peach
COCO6,Codonocarpus,continifolius,Desert Poplar
ROST,Rosa,stellata,Desert rose
ROST,Rosa,stellata,Desert rose
EUAR1,Eucalyptus,arenacea,Desert Stringybark
LYMA,Lycium,macrodon,Desert wolfberry
SCCU4,Schaefferia,cuneifolia,Desert yaupon
BASA2,Baccharis,sarothroides,Desertbroom
ATHY,Atriplex,hymenelytra,Desertholly
MAAN5,Manihot,angustiloba,Desertmountain manihot
SEAR8,Senna,armata,Desertsenna
CHLI,Chilopsis,linearis,Desertwillow
EUDE7,Eucalyptus,desmondensis,Desmond mallee
EUWI,Eucalyptus,wilcoxii,Deua Gum
PHSP4,Phaulothamnus,spinescens,Devilqueen
ARSP,Aralia,spinosa,Devils walking stick
OPHO,Oplopanax,horridus,Devilsclub
RASA3,Rauvolfia,sandwicensis,Devil'sÅ]pepper
ALMA16,Alstonia,macrophylla,Deviltree
OSAM,Osmanthus,americanus,Devilwood
SCAD,Schiedea,adamantis,Diamond head schiedea
EUCA5,Eucalyptus,cameronii,Diehard stringybark
PISA,Pinus,sabiniana,Digger pine
DIDI,Diospyros,digyna,Diospyros digyna
DIIN,Diospyros,inconstans,Diospyros inconstans
DICA,Dipterocarpus,caudatus,Dipterocarpus caudatus
DISI,Dipteronia,sinensis,Dipteronia
CRDI11,Crataegus,distincta,Distinct hawthorn
CACO28,Caesalpinia,coriaria,Divi divi
CRAR8,Crataegus,arrogans,Dixie hawthorn
HIMU3,Hibiscus,mutabilis,Dixie rosemallow
CRDO3,Crataegus,dodgei,Dodge's hawthorn
ROCA3,Rosa,canina,Dog rose
ACWA1,Acacia,wattsiana,Dog Wattle
BUAS,Buddleja,asiatica,Dogtail
JASC,Jacksonia,scoparia,Dogwood
LADE7,Lagascea,decipiens,Doll's head
DOWA,Dombeya,wallichii,Dombeya
LYTR3,Lyonia,truncata,Dominican staggerbush
CHDO3,Cheirodendron,dominii,Domin's club
BYSP,Byrsonima,spicata,Doncella
EUOB1,Eucalyptus,obtusiflora,Dongarra mallee
ALPI,Alloxylon,pinnata,Doringo Warratah
EUDO2,Eucalyptus,dorrigoensis,Dorrigo white gum
MYPU3,Myrsine,punctata,Dotted colicwood
